LAT,LONG,YEAR,DATE-Old,DATE-New,WATERBODY,Length_m,Surface_Area_m2,Brook_Trout,Brook_Trout_Hatchery,Brown_Trout,Brown_Trout_Hatchery,Rainbow_Trout,Rainbow_Trout_Hatchery,COMMENTS
43.32329,-71.16589,2006,20060828,08/28/06,Big River,100,465,0,0,0,0,0,0,Sample area was from bridge x-ing upstream 100 M.  No fish were found within the sample area.  Locations were randomly sampled upstream beyond the sample area with no fish found.  Frogs were observed in the river.  No apparent reasoning to explain the lack of fish.  The river at this location is well forested and looks like it would hold fish populations.  There is a large wetland/beaver pond and large fall well upstream.   
43.3314,-71.2917,2006,20060828,08/28/06,Suncook River,0,0,0,0,0,0,0,0,Barnstead Parade Dam - Sampled upstream of boat Ramp upstream of bridge x-ing river right and river left
42.8735,-72.2217,2006,20060828,08/28/06,South Branch Ashuelot River,0,0,22,0,NE,NE,0,0,0
44.6507,-71.4717,2006,20060829,08/29/06,Farrer Brook Mid Culvert ,100,310,48,0,0,0,0,0,SAMPLE AREA 100 M DOWNDTREAM OF CULVERT USED BLOCKING NETS.  Use this data for EBT population estimate (two runs sampling the 100m directly below the culvert in question).
44.6494,-71.4702,2006,20060829,08/29/06,Farrer Brook Mid Culvert RFC,200,620,85,0,0,0,0,0,SAMPLED AREA 200M DOWNSTREAM OF CULVERT.  Use this data for fish movement study (1 run 200m long).
44.6502,-71.4709,2006,20060829,08/29/06,Farrer Brook Rc,200,485,45,0,0,0,0,0,Sampled area was 200 section sarting at culvert and going upstream 200 m
44.6511,-71.4719,2006,20060829,08/29/06,Farrer Brook Upper Rfc,200,645,63,0,0,0,0,0,Sample area is 200M starting at culvert for Percy Peaks Estate down stream
44.6522,-71.4737,2006,20060829,08/29/06,Farrer Brook Upper Rc,208.5,544.70625,48,0,0,0,0,0,Sample area From Bordeaux Trail upstream 208.5 m 
42.9901,-72.4241,2006,20060829,08/29/06,Mill Brook,0,0,0,0,0,0,0,0,0
43.3008,-72.1508,2006,20060831,08/31/06,South Branch Sugar River,0,0,2,0,0,0,0,0,0
44.5957,-71.4069,2006,20060831,08/31/06,Mill Brook,0,0,11,0,7,0,2,0,0
43.173724,-72.313437,2006,20060901,09/01/06,Cold River,0,0,0,0,0,0,0,0,0
44.14221,-71.96944,2006,20060905,09/05/06,Wild Ammonoosuc River,58.9,901.2,NE,0,NE,0,0,0,0
42.9104,-72.2196,2006,20060905,09/05/06,Minnewawa Brook,0,0,1,0,0,0,0,0,0
44.09768,-71.83988,2006,20060905,09/05/06,Wild Ammonoosuc River,52.9,767.1,NE,0,0,0,0,0,0
44.26999,-71.54235,2006,20060906,09/06/06,Ammonoosuc River,122,2964.6,2,1,NE,0,NE,0,0
43.50806,-71.10208,2006,20060906,09/06/06,Jones Brook,189,545.7375,29,0,0,0,0,0,Sample downstream of the dam. Sedimentation from the breached dam upstreamn (rocks embedded).  Green frogs abundant.  New channel evident from recent flooding.
44.2217,-71.6319,2006,20060907,09/07/06,Gale River (South Branch),0,0,30,0,0,0,0,0,0
44.2197791,-71.7333308,2006,20060907,09/07/06,Gale River,75,990,0,0,1,1,0,0,0
44.2328,-71.639,2006,20060908,09/08/06,Scarface Brook,0,0,48,0,0,0,0,0,0
43.01088,-71.70557,2006,20060912,09/12/06,Middle Branch Piscataquog River,100,845,0,0,0,0,0,0,Sampling site was along Middle Branch Rd. in New Boston.
43.663848,-71.343012,2006,20060912,09/12/06,Lake Winnipesaukee,0,0,0,0,0,0,0,0,YOY bass survey index site nice rocky substrate
43.533691,-71.222676,2006,20060912,09/12/06,Lake Winnipesaukee,0,0,0,0,0,0,0,0,YOY bass survey index site nice rocky substrate
43.73324,-71.386662,2006,20060912,09/12/06,Lake Winnipesaukee,0,0,0,0,0,0,0,0,YOY bass survey index site dark water lots of weeds
43.5916,-71.38545,2006,20060912,09/12/06,Lake Winnipesaukee,0,0,0,0,0,0,0,0,YOY bass survey index site rocky some deep water hard to see
43.571335,-71.22281,2006,20060912,09/12/06,Lake Winnipesaukee,0,0,0,0,0,0,0,0,YOY bass survey index site sand and rocks  good on rock outcroppings and jetties
44.36199,-71.39848,2006,20060913,09/13/06,Israel River,71.1,723.4,NE,NE,0,0,0,NE,0
43.13326,-70.97079,2006,20060914,09/14/06,Chelsey Brook,100,322.5,189,0,0,0,0,0,Sample 100 M upstream of Road 
42.80721,-71.2767,2006,20060915,09/15/06,Cobbetts Pond,0,0,0,0,0,0,0,0,Sampled 4 different locations  Run 1 adjacent to hillside on northern end of the lake Run 2 N42.80157 W-71.28052 small cover  on north east side Run 3 N42.80093 W-71.28052 small cove across the isthmus from run2 Run 4 N42.78567 W-71.29863 near boat ramp/ beach
43.739045,-71.55799,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.748252,-71.537114,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.78399,-71.47281,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,Sandwich Bay/Barvill Bk Started at Golden eage Roc(Across from Town Beach Boat Launch and moved northeast to Barville Rd Bridge/
43.75708,-71.51044,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.766367,-71.486365,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.784881,-71.470561,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.727974,-71.561614,2006,20060919,09/19/06,Squam Lake,0,0,0,0,0,0,0,0,0
43.21838,-71.3578,2006,20060920,09/20/06,Suncook River,0,0,0,0,0,0,0,0,Sampled area were avulsion occurred to demonstrate sampling techniques to UNH students
42.9781,-71.6908,2006,20060921,09/21/06,S. Branch Piscataquag River,0,0,2,0,NE,0,0,0,USFWS has more quantitative data about the ATS index site
43.89269,-71.29722,2006,20060922,09/22/06,Swift River,100,1550,37,4,14,0,0,0,sampled area started upstream of RT. 113 bridge x-ing ~100
43.97214,-71.11755,2006,20060922,09/22/06,Pequawket Pond,0,0,0,0,0,0,0,0,Sample 4 differtent areas 1st area down stream side of Taska Hill Bridge x-ing on river right 2nd upstream side of Taska Hill Bridge xing on river right in cove area 3rd sample area was at beach area off of Pequawket Dr GPS 43.96969 -71.13488 no fish caught or observed 4th sample area was behind fire station on rte 16 GPS 43.97791 -71.12218 GS observed but not caught
43.381564,-72.413853,2006,20060925,09/25/06,Connecticut River,0,0,0,0,0,0,0,0,0
43.221908,-72.436704,2006,20060926,09/26/06,Connecticut River,0,0,0,0,0,0,0,0,0
43.0989,-71.1344,2006,20060927,09/27/06,Pawtuckaway Lake,0,0,0,0,0,0,0,0,Electro-fished for Public relations at the Derry Fair.  The coordinate location is random.  Only available data is species observed.
43.12606,-72.29971,2006,20060928,09/28/06,Warren Brook 5,123,209.1,0,0,0,0,0,0,NHDOT was present removing jammed debris in the culvert.  A survey marker #B206 was present.  Began upstream of the second crossing of RT. 123 down from Warren Lake.
43.1519,-72.3494,2006,20060928,09/28/06,Warren Brook 1,146,631.45,0,0,0,0,0,0,Upstream of bridge at 123 123A and 12A junction.
43.13493,-72.3222,2006,20060928,09/28/06,Warren Brook 4,92,602.6,0,0,0,0,0,0,Began directly above where the Cooper Hill Rd culvert used to be.
43.48616,-71.96676,2006,20061001,10/01/06,Butterfield Pond,0,0,0,14,0,0,0,0,0
45.00149,-71.39409,2006,20061001,10/01/06,Clarksville Pond,0,0,0,3,0,0,0,0,0
43.14534,-72.32652,2006,20061005,10/05/06,Warren Brook 2,170,884,0,0,0,0,0,0,Started across from Crosby Lane.  High impact area   no canopy or woody debris.  Greater channel incision present (deeper water).
43.19039,-72.2837,2006,20061005,10/05/06,Bowers Brook ,100,372.5,3,2,0,0,0,0,Sample site started approx. 65m downstream of 123A bridge and ended near small building near church.  Sample site included water under the bridge.  Could not find temperature data logger.  It looks like the site was disturbed by machinery.  
43.1375,-72.3232,2006,20061005,10/05/06,Warren Brook 3,109,766.6333333,0,0,0,0,0,0,Ended ~200m downstream of previous Cooper Hill Rd. culvert.  No woody debris or canopy less turbid than downstream areas.  Stream appears to be channelized with high bermed banks.  
43.54472,-71.0512,2006,20061008,10/08/06,Churchill Brook,100,602.5,13,0,0,0,0,0,Started about 150 of upstream of washed out bridge that connects Tucker and Sanborn Rds.  Very slow moving stream.  EBT (potential wild and stocked fish) and most other fish found near/under LWD piles.
43.6307,-71.7436,2006,20061116,11/16/06,Newfound Lake,0,0,0,0,0,0,NE,0,Fyke nets were checked after a two day set.  NO RW found (other species present   FF RT CWS BBH)
43.6307,-71.7436,2006,20061122,11/22/06,Newfound Lake,0,0,0,0,0,0,NE,0,Fyke nets were checked after a one day set.  NO RW found (other species present   LT RS RT FF)
43.6307,-71.7436,2006,20061129,11/29/06,Newfound Lake,0,0,0,0,0,0,NE,0,Water level noticeably declining.  Fyke nets were checked after a two day set. 
43.6307,-71.7436,2006,20061205,12/05/06,Newfound Lake,0,0,0,0,0,0,NE,0,Reset fyke nets and deployed 3 gill  nets by 1615h.  (Gill nets- two 2 inch 100 and one variable mesh 100)  All fish were captured in gill nets (particulary the southern most set (2 inch net).  100% Cloud Cover.  This was the first night in a few days with suitable conditions for gill netting.  The air temp and high winds of the previous days allowed the water temperature to significantly drop.  Heavy winds were also predicted for a few days after this night.  Actually wind on 12/5/06 was a light from the SW shifting to NW at about 5mph.  19 of the RW were sampled in the southern most gill net during the first pull (about a 15 minute set).  Strong indication that the RW came onto the reef in a large school.  Nets removed by 1730h.  Final check of the fyke nets.  A strong confirmation that sampling RW with fyke nets is ineffective.  Despite a relatively good sample of RW in gill nets no RW were observed in the fyke nets.  
43.6307,-71.7436,2006,20061211,12/11/06,Newfound Lake,0,0,0,0,0,0,0,0,2 Gill nets set by 1530h (one 2 inch mesh and one variable mesh net both 100).  The variable mesh net was removed at first check.  Strong winds and shallow water made tending two nets too difficult.  Wind 15-20 mph from the NW.  Skies mostly cloudy changing to 100% cloud cover.  Last RW captured at 1700h.  
43.6307,-71.7436,2006,20061213,12/13/06,Newfound Lake,0,0,0,0,0,0,0,0,Two 2 inch mesh gill nets on southern end of reef.  Heavy rain sustained for most of the day ending at sampling.  100% cloud cover and no wind.  Almost all RW captured came into the gill net in pairs (M/F or F/F).  First fish sampled at 1500h with no fish after 1630.  Nets were in the water until 1800h.  Observed YOY YP and RS One SMB.  Several surfaces most likely by RT or RW.
43.1519,-72.3494,2006,20061214,12/14/06,Warren Brook 1,146,631.45,0,0,0,0,0,0,Upstream of bridge at 123 123A and 12A junction.
43.14528,-72.32651,2006,20061214,12/14/06,Warren Brook 2,170,884,0,0,0,0,0,0,Started across from Crosby Lane.  High impact area   no canopy or woody debris extremely turbid
43.1375,-72.3232,2006,20061214,12/14/06,Warren Brook 3,109,766.6333333,1,0,0,0,0,0,Ended ~200m downstream of previous Cooper Hill Rd. culvert.  Stream appears to be channelized with high bermed banks.
43.13493,-72.3222,2006,20061215,12/15/06,Warren Brook 4,92,602.6,0,0,0,0,0,0,Began directly above where the Cooper Hill Rd culvert used to be.
43.12606,-72.29971,2006,20061215,12/15/06,Warren Brook 5,123,209.1,0,5,0,0,0,0,Began upstream of the second crossing of RT. 123 down from Warren Lake.
43.20119,-72.23694,2006,20061215,12/15/06,Dodge Brook,100,900,0,0,0,0,0,0,2005-2006 data can be used as a control to changes in Warren Bk.  Dodge Brook was not nearly as impacted by flooding as Warren Bk.
42.98724,-71.99419,2007,20070125,01/25/07,Moose Brook,93,558,2,0,0,0,0,0,This sample area appears to be downstream of the property for sale.  Posted signs along river left bank.  This project was conducted to determine the fish species present in Moose Brook for a potential NHFGD land purchase with the town of Hancock.
42.9901,-71.996,2007,20070125,01/25/07,Moose Brook Tributary,15,22.5,2,0,0,0,0,0,This trib/side channel was on the river right and in between the 1230h and 1340h sample locations (about 700 upstream of 1230h sample site).  Stream had little ice shallow depths water cress and bryophytes.  This project was conducted to determine the fish species present in Moose Brook for a potential NHFGD land purchase with the town of Hancock.
42.9907,-71.9969,2007,20070125,01/25/07,Moose Brook,65,520,2,0,0,0,0,0,This sample area appears to be on the property for sale (about 1000 upstream of site sampled at 1230h).  This project was conducted to determine the fish species present in Moose Brook for a potential NHFGD land purchase with the town of Hancock.
43.13684,-72.32285,2007,20070410,04/10/07,Warren Brook,120,1590,0,0,0,0,0,0,Started 120m downstream from the first drop off below the old Cooper Hill Rd. Culvert.
43.13562,-72.3224,2007,20070410,04/10/07,Warren Brook,0,0,0,0,0,0,0,0,Reference site at confluence w/Cold River
43.136,-72.3219,2007,20070410,04/10/07,Mad (Allen) Brook,0,0,1,0,0,0,0,0,Sample area was downstream of the Rt. 123 Culvert.  Quick survey to see what fish species are present.
43.1519,-72.3494,2007,20070410,04/10/07,Warren Brook,146,631.45,0,0,0,0,0,0,Started just upstream of the confluence with the Cold River.  Relatively high flow.
44.267162,-71.569009,2007,20070423,04/23/07,Twin Mountain Hatchery,0,0,100,0,0,0,0,0,Clip EBT to be stocked May 2007
42.9356,-70.8694,2007,20070425,04/25/07,Taylor River,0,0,0,0,0,0,0,0,Impoundment upsteam from I 95
43.12846,-70.98145,2007,20070510,05/10/07,Chesley Brook,0,0,NE,0,0,0,0,0,ABL Habitat Mapping
43.12594,-70.97534,2007,20070510,05/10/07,Chesley Brook,0,0,NE,0,0,0,0,0,ABL Habitat Mapping
43.15079,-71.019,2007,20070511,05/11/07,Oyster River,0,0,NE,0,0,0,0,0,Crossings at Emerald Acres Road and the upstream Rt 4 crossing are undersized.
43.15166,-70.99029,2007,20070511,05/11/07,Oyster River,0,0,0,0,0,0,0,0,Old Mill Road.  Reshocked area sampled in 2005 where ABL 1st found.  Hillside collapsed due to flood and washed sediment downstream changing stream channel - no lampreys found. 
43.19596,-71.00191,2007,20070511,05/11/07,Bumford Brook,75,225,NE,0,0,0,0,0,Class 6 Road crossing upstream of Rte 125 Watershed Bellemy River just south of Mallego Brook
43.30925,-71.61001,2007,20070529,05/29/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Sampled for BS none found recorded species presents only
43.30924,-71.61003,2007,20070529,05/29/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Sampled for BS none found recorded species presents only
43.30956,-71.60881,2007,20070529,05/29/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Sampled for BS none found recorded species presents only
43.30544,-71.60457,2007,20070529,05/29/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Sampled for BS none found recorded species presents only
43.30803,-71.60933,2007,20070529,05/29/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Sampled for BS none found recorded species presents only
43.0042,-72.14294,2007,20070606,06/06/07,Center Pond Brook,0,0,1,0,0,0,0,0,Sample for EBT only one found in our sampling area
43.14903,-71.01778,2007,20070615,06/15/07,Oyster River,0,0,0,0,0,0,0,0,Missed 2 possible EBT.  Channel meanders through shrubs and alders arrow wood dogwood grapevines- sandy gravel substrate- dozens of 1-2 lampreys in fine sediment inside each bend.  Became less abundant as we went upstream and closer to Rte 4 Bridge xing.  Last one found roughly 300 down stream of Rte 4 X-ing.  Floods may have destroyed redds and older ammocoets so all thats left is YOY- more abundant the farther away from washed out area.
43.15467,-70.9859,2007,20070615,06/15/07,Oyster River,0,0,0,0,0,0,0,0,Sampled from Pump house off of Snell Rd to Old Mill Rd.  ABL present throughout reach where channel is sandy and surrounded by open wetland vegetation.
43.401409,-71.454426,2007,20070618,06/18/07,Rocky Pond,0,0,0,0,0,0,0,0,0
43.17082,-70.96609,2007,20070622,06/22/07,Oyster River Tributary,0,0,0,0,0,0,0,0,Sample from Cherry Lane upstream to GPS coordinates.  Entrenched cahannel with beaver activity.  Stream begins to taper out.
43.14198,-71.00612,2007,20070622,06/22/07,Oyster River Tributary,0,0,0,0,0,0,0,0,Started at GPS point and sampled upstream to 100 m above Steppingstone Road.  Slow flow alder canopy not many fish.
43.16862,-70.96477,2007,20070622,06/22/07,Oyster River Tributary,0,0,0,0,0,0,0,0,Confluence of Oyster River to Cherry Lane - lower section rocky w/ moderate gradient habitat shifts to entrenched channel in open wetland mostly clay and silt with beaver debris.  Potential ABL habitat but none found.
43.17937,-71.26331,2007,20070626,06/26/07,Pleasant Lake,0,0,0,0,0,0,0,0,Sample Cove at Southern most part of lake Difficult to locate vegetation Mostly sand around shoreline w/small 5 sq areas of vegetation.
43.18271,-71.25898,2007,20070626,06/26/07,Pleasant Lake,0,0,0,0,0,0,0,0,Same vegetation as 1st area Lots YOY LMB
43.18996,-71.25558,2007,20070626,06/26/07,Pleasant Lake,0,0,0,0,0,0,0,0,Started at samll island near shove on south side of lake went around to pout point.  Less veg more rocky/ledgy shoreline 100000 + YOY LMB
43.20279,-71.26677,2007,20070626,06/26/07,Pleasant Lake,0,0,0,0,0,0,0,0,Northeast shore completely sand no veg very few fish
43.3091,-71.6098,2007,20070626,06/26/07,Jones Farm Pond,0,0,0,0,0,0,0,0,Survey with boat shocker around entire perimeter of pond.  Sampled through middle.  Most fish were close to shore or with in lily pads NO BS Present Possible water quality (Turbid and nutrient rich) possible decreases in water level  high competition w/other species Lots of YOY YP & GS 
42.851708,-72.427844,2007,20070626,06/26/07,Fullham Pond,0,0,0,0,0,0,0,0,0
43.16533,-70.97255,2007,20070628,06/28/07,Oyster River,0,0,0,0,0,0,0,0,Sampled from snell rd to Cherry lane Coordinates taked was at 1st sight of ABL serveral others found nearby
43.15949,-71.02624,2007,20070702,07/02/07,Oyster River,0,0,NE,0,0,0,0,0,Sampled from fork in stream to power lines.  Wild EBT present.  Hemlock canopy - cobble gravel boulder bedrock substrate. Tea colored water. 
42.8175,-72.4497,2007,20070702,07/02/07,Pisgah Reservoir,0,0,0,0,0,0,0,0,Nets checked two times
43.13757,-70.96821,2007,20070703,07/03/07,Oyster River,0,0,0,0,0,0,0,0,Deep channel mud/sand/silt substrate.  Thick canopy.  Abundant wood in channel.  Slow flow.  Ended at corner of hay field.
43.15354,-70.96279,2007,20070703,07/03/07,Oyster River,0,0,0,0,0,0,0,0,Started at USGS gage station and sampled upstream to Rt 155 crossing.  Substrate mostly sand/clay/mud.  Seemed a little too deep and slow for ABL.  Habitat might improve with removal of ruined dam at Rt155A.
43.14847,-71.02733,2007,20070709,07/09/07,Oyster River,0,0,NE,0,0,0,0,0,EBT present.  Sand and gravel substrate meandering through shrubby forest.  Observed large northern water snake in shallow channel flowing through abandoned beaver impoundment.
43.26976,-71.58324,2007,20070710,07/10/07,Goodwin Cove,0,0,0,0,0,0,0,0,Sampled North side of Oxbow couldnt acces southern side to shallow
43.14715,-71.00905,2007,20070712,07/12/07,Oyster River,0,0,0,0,0,0,0,0,Samples from Rte 125 to pond.  Marsh shrub lost channel sandier as you approach pond beaver dam at end of pond
43.14185,-70.96637,2007,20070712,07/12/07,Oyster River Tributary,0,0,NE,0,0,0,0,0,Sample downstream of rte 4 xing to comfluence of stream shallow stream abundant fresh sand deposition. 2 older road xings with metal culverts. Abundant EBT to 8 Lots YOY 
43.14065,-70.96611,2007,20070712,07/12/07,Oyster River,0,0,0,0,0,0,0,0,Samples from 155A to Rte 4 Main Channel sand silt clay 
42.8085,-72.057,2007,20070712,07/12/07,Gilmore Pond,0,0,0,0,0,0,0,0,0
43.14755,-71.030069,2007,20070713,07/13/07,Oyster River,0,0,0,0,0,0,0,0,Sampled from abandoned beaver pond to Glass Rd Sandy Meadanering channel appears to have changed direstion after flood
43.14755,-71.030069,2007,20070713,07/13/07,Oyster River,0,0,NE,0,0,0,0,0,Sampled from Glass Rd upstream to rte 4 xing. High gradient with predominately cobble 100% cobble 
43.14781,-71.01506,2007,20070713,07/13/07,Oyster River,0,0,0,0,0,0,0,0,Sampled from Pond on Rte 4 upstream to about 300 down stream of rd xing near park and ride 
43.91431,-71.07438,2007,20070716,07/16/07,Crystal Lake,0,0,0,0,0,0,0,0,Sampled around lake Vegetation very spares pipewart quillwort pickerelweed floating heart and pond weed mostly on western shore
43.38011,-71.27405,2007,20070717,07/17/07,Suncook Lakes,0,0,0,0,0,0,0,0,Sampled in the vegetation along the shore line downstream of the bridge.
43.37419,-71.27714,2007,20070717,07/17/07,Suncook Lakes,0,0,0,0,0,0,0,0,Sampled Northwest area of lower Suncook Lake
43.39471,-71.2929,2007,20070717,07/17/07,Suncook Lakes,0,0,0,0,0,0,0,0,Sampled northern part of Upper Suncook Lake
43.39682,-71.29417,2007,20070717,07/17/07,Suncook Lakes,0,0,0,0,0,0,0,0,Seine in River on North part of the Upper Suncook 
43.13693,-71.01574,2007,20070718,07/18/07,Wheelright Pond,0,0,0,0,0,0,0,0,Using the shock boat Shock along rte 125 and island pondlilies whitite lilies pond weed submerge grasses musk and painted turtles observed 
43.13551,-71.0132,2007,20070718,07/18/07,Wheelright Pond,0,0,0,0,0,0,0,0,0
43.13904,-71.00227,2007,20070718,07/18/07,Wheelright Pond,0,0,0,0,0,0,0,0,Abundant vegetation on both sides of pond that was shocked large snapping turtle observed mostly wet lands no houses
43.13857,-70.99971,2007,20070718,07/18/07,Wheelright Pond,0,0,0,0,0,0,0,0,sampled along steppingstone rd high abundance of vegetation habitat looks good
43.10402,-70.9509,2007,20070718,07/18/07,Lamprey River,0,0,0,0,0,0,0,0,Seined in weedy areas just below packers falls
43.1508,-71.8871,2007,20070724,07/24/07,Gould Pond,0,0,0,0,0,0,0,0,0
44.7572,-71.4247,2007,20070725,07/25/07,Johnson Brook,260,0,122,0,0,0,0,0,Pit tagged and took gentect samples and scales to age
44.6791,-71.4475,2007,20070726,07/26/07,Long Mountain Brook,0,0,65,0,0,0,0,0,Pit tagged and took gentect samples and scales to age
44.92465,-71.09718,2007,20070726,07/26/07,Long Mountain Brook,190,0,30,2,0,0,0,0,Pit tagged and took gentect samples and scales to age
43.244261,-71.915804,2007,20070726,07/26/07,Massasecum Lake,0,0,0,0,0,0,0,0,0
43.24446,-71.72285,2007,20070731,07/31/07,Warner River,0,0,0,0,0,0,0,0,Seined small cove T POWER LINE X-ING River left just up stream of old bridge abuttment
43.2305,-72.1098,2007,20070731,07/31/07,May Pond,0,0,0,0,0,0,0,0,0
44.73675,-71.438358,2007,20070801,08/01/07,Nash Stream,0,0,79,9,0,0,0,0,Genetic sampling only other fish caught but not measured and weighed included SS LND LNS CC Total length was used not fork length
44.7445,-71.4362,2007,20070801,08/01/07,Silver Brook,0,0,56,0,0,0,0,0,Genetic sampling No other fish species caught. Total length was used not fork length
44.76576667,-71.42304167,2007,20070802,08/02/07,Nash Stream,0,0,57,0,0,0,0,0,Genetic sampling No other fish species caught. Total length was used not fork length
44.72301111,-71.43172222,2007,20070802,08/02/07,East Branch Nash Stream,0,0,56,5,0,0,0,0,Genetic sampling other fish species caught causght but not measured weighed include SS LND BND LNS ATS (YOY). Total length was used not fork length.
44.6774,-71.4383,2007,20070802,08/02/07,Long Mountain Brook,0,0,57,0,0,0,0,0,Genetic sampling No other fish species caught. Total length was used not fork length
44.10066663,-71.85278057,2007,20070802,08/02/07,Bowen Brook,0,0,1,0,0,0,0,0,0
44.77373333,-71.42924167,2007,20070802,08/02/07,Columbia Brook,0,0,63,0,0,0,0,0,Genetic sampling No other fish species caught. Total length was used not fork length
44.77271389,-71.42801667,2007,20070802,08/02/07,Columbia Brook,0,0,65,0,0,0,0,0,Genetic sampling No other fish species caught. Total length was used not fork length
42.9641,-71.8786,2007,20070802,08/02/07,Sunset Lake,0,0,0,0,0,0,0,0,0
44.08961141,-71.82656634,2007,20070806,08/06/07,Wild Ammonoosuc River,0,0,3,0,0,0,0,0,0
43.220608,-71.524712,2007,20070806,08/06/07,Merrimack River,0,0,0,0,0,0,0,0,0
44.7607,-71.4367,2007,20070807,08/07/07,Johnson Brook ,0,0,0,0,0,0,0,0,Sampled from the water falls up stream 
44.7573,-71.4249,2007,20070807,08/07/07,Johnson Brook,0,0,84,0,0,0,0,0,Sampled from the culvert upstream to the falls
43.0756,-71.2597,2007,20070808,08/08/07,Unknown,180,540,0,0,0,0,0,0,Species presents only
44.06408021,-71.79228368,2007,20070808,08/08/07,Wild Ammonoosuc River,0,0,39,0,0,0,0,0,0
44.41267,-71.69572,2007,20070809,08/09/07,Rix Brook,0,0,39,0,0,0,0,0,0
43.07671,-71.32729,2007,20070809,08/09/07,North Branch River,105,105,0,0,0,0,0,0,Species presents only
43.07709,-71.3271,2007,20070809,08/09/07,Unknown,150,300,0,0,0,0,0,0,Species presents only
44.41334,-71.6958,2007,20070809,08/09/07,Rix Brook,0,0,60,0,0,0,0,0,0
43.08758,-71.34,2007,20070809,08/09/07,North Branch River,150,150,0,0,0,0,0,0,No Fish present in this sample area
43.1412,-72.4528,2007,20070809,08/09/07,Connecticut River,0,0,0,0,0,0,0,0,0
44.2089,-71.893,2007,20070810,08/10/07,Pearl Lake Brook,0,0,2,0,0,0,0,0,0
44.2053,-71.8863,2007,20070810,08/10/07,Pearl Lake Brook,0,0,4,0,0,0,0,0,0
43.0759,-71.3111,2007,20070813,08/13/07,Unknown,150,300,0,0,0,0,0,0,Species presents only
44.06888179,-71.7942826,2007,20070813,08/13/07,Wild Ammonoosuc River,0,0,39,0,0,0,0,0,0
44.9525,-71.4399,2007,20070813,08/13/07,Cedar Brook,100,1958,18,0,0,0,0,0,0
43.0861119,-71.282836,2007,20070815,08/15/07,Unknown,185,185,0,0,0,0,0,0,Species presents only
44.08312934,-71.83173789,2007,20070815,08/15/07,Tunnel Brook,0,0,29,0,0,0,0,0,0
43.09869,-71.30297,2007,20070816,08/16/07,North Branch River,150,300,0,0,0,0,0,0,Species presents only
43.07894,-71.29615,2007,20070816,08/16/07,Unknown,150,450,0,0,0,0,0,0,Species presents only
44.90297,-71.2302,2007,20070817,08/17/07,Swift Diamond River,100,1036,25,0,0,0,0,0,0
44.86946,-71.18146,2007,20070817,08/17/07,Swift Diamond River,100,1350,1,0,0,0,0,0,0
44.87895,-71.10772,2007,20070818,08/18/07,Alder Brook,100,252,48,0,0,0,0,0,0
44.92465,-71.09718,2007,20070818,08/18/07,Loomis Valley Brook,100,456,13,0,0,0,0,0,0
44.92738,-71.10842,2007,20070818,08/18/07,Loomis Valley Brook,85.3,206.426,25,0,0,0,0,0,0
44.958185,-71.17006,2007,20070818,08/18/07,South Branch Little Dead Diamond River,103.6,960.372,17,0,0,0,0,0,0
44.96946,-71.15377,2007,20070818,08/18/07,Little Dead Diamond River,100,724,71,0,0,0,0,0,0
44.97466,-71.12325,2007,20070818,08/18/07,Little Dead Diamond River,151.5,1239.27,16,0,0,0,0,0,0
44.97709,-71.10796,2007,20070818,08/18/07,East Horne Brook,100,200,9,0,0,0,0,0,0
44.94146,-71.11065,2007,20070819,08/19/07,Lamb Valley Brook,100,612,9,0,0,0,0,0,0
44.97992,-71.13325,2007,20070819,08/19/07,Dead Diamond River,82.2,1514.124,14,0,0,0,0,0,0
44.98769,-71.14021,2007,20070819,08/19/07,Dead Diamond River,100,1556,14,0,0,0,0,0,0
44.979,-71.11028,2007,20070819,08/19/07,Horne Brook,76.2,185.166,14,0,0,0,0,0,0
44.9476,-71.10782,2007,20070819,08/19/07,Lamb Valley Brook,100,320,35,0,0,0,0,0,0
44.66527778,-71.45749722,2007,20070820,08/20/07,Slide Brook,0,0,38,0,0,0,0,0,Genetic sample and scales taken
42.86906,-71.49248,2007,20070821,08/21/07,Souhegan River,0,0,0,0,0,0,0,0,0
42.85971,-71.493,2007,20070821,08/21/07,Souhegan River,0,0,0,0,0,0,0,0,0
43.08681,-71.33094,2007,20070822,08/22/07,North Branch River,150,75,0,0,0,0,0,0,Species presents only no fish noted in this area of sampling
42.86027,-71.49353,2007,20070822,08/22/07,Souhegan River,0,0,0,0,0,0,0,0,Fyke net chewed open 
43.0608,-71.2459,2007,20070822,08/22/07,Aunt Mary Brook,190.2,95.1,30,0,0,0,0,0,High Impacted area by logging and House near by
