OBJECTID,Survey_Num,Purpose,WIN,Name_of_Wa,Date,NYTME,NYTMN,Site_Lengt,Total_Of_N,Brook_Trou,Brown_Trou,Rainbow_Tr,POINT_X,POINT_Y
1592,794049.00000000000,CROTS survey,SR-44,Chenango River,08/01/94,452732,4740022,550,38,0,38,,-75.57814916660,42.81129639610
1593,794049.00000000000,CROTS survey,SR-44,Chenango River,08/01/94,453332,4738522,600,26,0,26,,-75.57068657170,42.79782578540
1594,394047.00000000000,General biological survey,D-1,Neversink River,08/02/94,531332,4604723,710,7,0,7,,-74.62405765120,41.59359154860
1595,594058.00000000000,Evaluate exp stocking water,C-P98,Big Pine Pond,08/02/94,568330,4901623,0,3,0,3,,-74.14391636390,44.26464163820
1596,694506.00000000000,CROTS survey,ONT-45-9,Raystone Creek,08/02/94,422831,4843523,4224,158,158,0,,-75.95835219630,43.74072834880
1597,794049.00000000000,CROTS survey,SR-44,Chenango River,08/02/94,450532,4744522,494,10,0,10,,-75.60545200420,42.85167921910
1598,794049.00000000000,CROTS survey,SR-44,Chenango River,08/02/94,451532,4743222,492,2,0,2,,-75.59310138340,42.84003697710
1599,894053.00000000000,"Other, see comments",PA-3-58,Cohocton River,08/02/94,294330,4708021,450,47,0,47,,-77.50291803880,42.49722743810
1600,894053.00000000000,"Other, see comments",PA-3-58,Cohocton River,08/02/94,294530,4708421,450,28,0,28,,-77.50062986420,42.50087946560
1601,994121.00000000000,Reclassification,PA-53-54-10-14,Unnamed Water,08/02/94,213129,4686320,140,2,0,2,,-78.47877454980,42.27633121930
1602,994122.00000000000,Reclassification,PA-53-54-10-13,Unnamed Water,08/02/94,215229,4685420,200,2,0,2,,-78.45291147720,42.26900955680
1603,394047.00000000000,General biological survey,D-1,Neversink River,08/03/94,531132,4604323,300,3,0,3,,-74.62647810590,41.58999652300
1604,794049.00000000000,CROTS survey,SR-44,Chenango River,08/03/94,446832,4749822,550,6,0,6,,-75.65123618940,42.89915574750
1605,794049.00000000000,CROTS survey,SR-44,Chenango River,08/03/94,447532,4748422,478,3,1,2,,-75.64253177980,42.88659762840
1606,394047.00000000000,General biological survey,D-1,Neversink River,08/04/94,529332,4599423,365,5,0,5,,-74.64831354350,41.54592948680
1607,794050.00000000000,CROTS survey,SR-44-72,Sangerfield River,08/04/94,462332,4740622,474,4,0,4,,-75.46077295800,42.81723208420
1608,994124.00000000000,General biological survey,PA-53-39,Chipmunk Creek,08/04/94,206729,4658920,310,10,10,0,,-78.54246358850,42.02765042280
1609,894043.00000000000,Steam protection,ONT-117-25,Oatka Creek,08/05/94,259229,4766621,150,14,0,13,1,-77.95452724420,43.01413258550
1610,794050.00000000000,CROTS survey,SR-44-72,Sangerfield River,08/08/94,460032,4737122,530,2,0,2,,-75.48865858750,42.78559765300
1611,794050.00000000000,CROTS survey,SR-44-72,Sangerfield River,08/08/94,460932,4738722,400,3,0,3,,-75.47776615780,42.80005224340
1612,994125.00000000000,CROTS survey,PA-53-8,Quaker Run,08/08/94,183429,4657819,500,19,3,13,3,-78.82273081320,42.00873232140
1613,994125.00000000000,CROTS survey,PA-53-8,Quaker Run,08/08/94,185429,4657719,580,58,0,58,,-78.79857787460,42.00863484250
1614,794050.00000000000,CROTS survey,SR-44-72,Sangerfield River,08/09/94,458732,4736222,485,12,0,12,,-75.50448631040,42.77742415260
1615,994125.00000000000,CROTS survey,PA-53-8,Quaker Run,08/09/94,181329,4659519,525,5,1,1,3,-78.84895651570,42.02316232180
1616,994125.00000000000,CROTS survey,PA-53-8,Quaker Run,08/09/94,187529,4657519,400,35,4,31,,-78.77316644300,42.00767322970
1617,994126.00000000000,General biological survey,PA-53-15-3,Mcintosh Creek,08/09/94,190429,4668420,75,10,10,0,,-78.74397901420,42.10678926450
1618,594102.00000000000,Population estimate,C-25-26,West Branch Ausable River,08/10/94,586730,4908422,300,49,1,48,,-73.91229655310,44.32388227050
1619,394054.00000000000,Reclassification,D-29,Unnamed Water,08/11/94,505732,4592823,50,13,13,0,,-74.93133640670,41.48699774690
1620,394055.00000000000,Reclassification,D-25-A,Unnamed Water,08/11/94,507832,4591523,50,2,2,0,,-74.90619743460,41.47527026580
1621,794013.00000000000,CROTS survey,ONT-66-2,Black Creek,08/15/94,388231,4809523,450,5,0,5,,-76.38092540850,43.43026633930
1622,794013.00000000000,CROTS survey,ONT-66-2,Black Creek,08/15/94,388331,4810323,500,1,0,1,,-76.37985388500,43.43748268230
1623,394025.00000000000,General biological survey,CT-15,Tenmile River,08/16/94,618432,4622624,5000,86,0,86,,-73.57561993540,41.74661410200
1624,694517.00000000000,CROTS survey,H-240,Mohawk River,08/22/94,464332,4789323,200,3,0,3,,-75.43942683360,43.25586918610
1625,694517.00000000000,CROTS survey,H-240,Mohawk River,08/22/94,464832,4786123,400,3,0,3,,-75.43306291220,43.22707843800
1626,694518.00000000000,CROTS survey,H-240,Mohawk River,08/23/94,468932,4800323,400,8,0,8,,-75.38337849720,43.35512130890
1627,994127.00000000000,General biological survey,PA-63-13-4-P122-22,Dewittville Creek,08/23/94,133330,4685919,400,9,0,9,,-79.44369789650,42.23934057930
1628,994127.00000000000,General biological survey,PA-63-13-4-P122-22,Dewittville Creek,08/23/94,134230,4687819,300,9,0,9,,-79.43401944000,42.25682286300
1629,994127.00000000000,General biological survey,PA-63-13-4-P122-22,Dewittville Creek,08/23/94,134730,4689019,290,2,0,2,,-79.42873131450,42.26783199130
1630,994317.00000000000,CROTS survey,ONT-117-176,Vandermark Creek,08/24/94,255630,4672620,410,1,0,1,,-77.95834372930,42.16758198380
1631,994317.00000000000,CROTS survey,ONT-117-176,Vandermark Creek,08/24/94,256930,4673021,300,1,0,1,,-77.94279340120,42.17159334850
1632,994317.00000000000,CROTS survey,ONT-117-176,Vandermark Creek,08/24/94,260830,4675521,110,3,2,1,,-77.89666302690,42.19528143610
1633,994317.00000000000,CROTS survey,ONT-117-176,Vandermark Creek,08/24/94,261530,4676321,272,14,11,3,,-77.88852354060,42.20269102290
1634,994317.00000000000,CROTS survey,ONT-117-176,Vandermark Creek,08/25/94,262530,4677821,300,8,0,8,,-77.87703835100,42.21648771390
1635,394028.00000000000,CROTS survey,H-31-P44-14,Muscoot River,08/30/94,603032,4576923,367,3,1,1,1,-73.76862439260,41.33721002550
1636,394028.00000000000,CROTS survey,H-31-P44-14,Muscoot River,08/30/94,603632,4576423,300,20,0,20,,-73.76154046340,41.33263028740
1637,794011.00000000000,CROTS survey,D-71-10,Oquaga Creek,08/30/94,461332,4655023,510,7,0,7,,-75.46724381830,42.04630470390
1638,994129.00000000000,General biological survey,PA-63-13-4-P122-22-5,Unnamed Water,08/30/94,134630,4689019,220,2,0,2,,-79.42994025580,42.26778520870
1639,994130.00000000000,General biological survey,PA-63-32,Allen Brook,08/30/94,164829,4682319,70,6,0,6,,-79.06085577240,42.22114536040
1640,994131.00000000000,General biological survey,PA-53-42-4-1,Unnamed Water,08/30/94,206629,4671720,100,1,1,0,,-78.55008641250,42.14267551500
1641,994318.00000000000,CROTS survey,PA-3-57-5-47,Canacadea Creek,09/06/94,273794,4687372,260,4,4,0,,-77.74445235980,42.30574827360
1642,394029.00000000000,Population estimate,H-31-P44-24,East Branch Croton River,09/07/94,617732,4584224,255,31,0,28,3,-73.59156918540,41.40094163740
1643,394029.00000000000,Population estimate,H-31-P44-24,East Branch Croton River,09/08/94,616532,4583524,300,105,0,87,18,-73.60605543080,41.39481298370
1644,494027.00000000000,General biological survey,D-70-20-4,Trout Brook,09/08/94,492032,4646723,400,16,1,4,11,-75.09616994810,41.97246027330
1645,494027.00000000000,General biological survey,D-70-20-4,Trout Brook,09/08/94,494932,4643923,300,29,6,8,15,-75.06114424710,41.94726542530
1646,494027.00000000000,General biological survey,D-70-20-4,Trout Brook,09/08/94,499832,4640523,200,3,0,3,,-75.00202591240,41.91665865370
1647,994133.00000000000,Population estimate,E-23-48-3,Lime Lake Outlet,09/08/94,213429,4710120,490,57,0,52,5,-78.48697673430,42.49038949190
1648,994133.00000000000,Population estimate,E-23-48-3,Lime Lake Outlet,09/08/94,213829,4708620,470,75,0,60,15,-78.48136971470,42.47705351160
1649,394029.00000000000,Population estimate,H-31-P44-24,East Branch Croton River,09/09/94,616232,4583424,245,22,0,20,2,-73.60966217870,41.39395589990
1650,994133.00000000000,Population estimate,E-23-48-3,Lime Lake Outlet,09/09/94,213729,4707020,450,116,0,79,37,-78.48178585880,42.46263374790
1651,994133.00000000000,Population estimate,E-23-48-3,Lime Lake Outlet,09/09/94,213829,4705920,450,123,0,121,2,-78.48002354670,42.45278243180
1652,994134.00000000000,General biological survey,PA-53-40,Tenmile Creek,09/12/94,202729,4668820,185,6,3,1,2,-78.59571451030,42.11513928250
1653,994134.00000000000,General biological survey,PA-53-40,Tenmile Creek,09/12/94,203229,4669220,236,11,11,0,,-78.58988131960,42.11892403560
1654,994135.00000000000,General biological survey,PA-53-42,Ninemile Creek,09/12/94,205829,4671520,185,14,6,8,,-78.55964833130,42.14057794330
1655,394100.00000000000,Reclassification,H-139-13-19-23,Unnamed Water,09/14/94,548132,4600123,400,34,34,0,,-74.42285702440,41.55132407590
1656,394031.00000000000,Population estimate,H-171,Esopus Creek,09/15/94,546932,4662324,360,125,0,50,75,-74.43231689530,42.11160830880
1657,394030.00000000000,CROTS survey,CT-15-4-4,Burton Brook,09/20/94,617232,4611224,300,8,8,0,,-73.59228860790,41.64414171770
1658,394032.00000000000,CROTS survey,CT-15-11-2,Unnamed Water,09/20/94,619732,4629124,415,2,0,2,,-73.55867955480,41.80494632940
1659,994380.00000000000,General biological survey,PA-53-8-P5359,Quaker Lake,09/26/94,179561,4662833,8800,2,0,0,2,-78.87207380970,42.05222444980
1660,394011.00000000000,CROTS survey,CT-4,Mianus River,09/27/94,615783,4560238,300,4,0,4,,-73.61944082090,41.18522711660
1661,394011.00000000000,CROTS survey,CT-4,Mianus River,09/27/94,615859,4559653,300,23,0,23,,-73.61864559760,41.17994813420
1662,494032.00000000000,General biological survey,D-70-20-19,Russell Brook,09/28/94,500732,4645223,300,30,11,19,,-74.99116697060,41.95899013020
1663,494032.00000000000,General biological survey,D-70-20-19,Russell Brook,09/28/94,502432,4646523,200,30,5,25,,-74.97064773240,41.97069545790
1664,494032.00000000000,General biological survey,D-70-20-19,Russell Brook,09/28/94,503632,4647423,200,64,19,45,,-74.95615915030,41.97879687590
1665,494042.00000000000,General biological survey,D-70-20-19-3,Unnamed Water,09/28/94,505132,4649523,125,29,29,0,,-74.93803474160,41.99770256390
1666,394033.00000000000,CROTS survey,H-31-P44-35-P109-6,Waccabuc River,09/30/94,617133,4568623,300,16,9,7,,-73.60174065970,41.26054170250
1667,394033.00000000000,CROTS survey,H-31-P44-35-P109-6,Waccabuc River,09/30/94,619333,4568423,300,7,2,5,,-73.57552530220,41.25841879060
1668,794016.00000000000,Steam protection,ONT-66-6-1-3,Unnamed Water,09/30/94,384631,4786022,50,26,26,0,,-76.42045221790,43.21816941330
1669,794016.00000000000,Steam protection,ONT-66-6-1-3,Unnamed Water,09/30/94,385131,4787422,75,23,23,0,,-76.41458936480,43.23084845730
1670,994309.00000000000,CROTS survey,ONT-117-104-3,East Koy Creek,10/03/94,245330,4716620,350,32,0,32,,-78.10228827620,42.55999057520
1671,994320.00000000000,CROTS survey,ONT-117-25-20,Pearl Creek,10/03/94,251229,4748521,610,20,0,20,,-78.04452738260,42.84879455050
1672,794022.00000000000,"Other, see comments",ONT-66-12-29-P193-73,Bear Swamp Creek,10/06/94,390231,4740722,700,31,1,0,30,-76.34260758250,42.81118807290
1673,794022.00000000000,"Other, see comments",ONT-66-12-29-P193-73,Bear Swamp Creek,10/06/94,391231,4741822,100,95,0,0,95,-76.33059194730,42.82123405770
1674,794027.00000000000,"Other, see comments",ONT-66-12-43-P212-3,Dutch Hollow Brook,10/06/94,383731,4744522,100,18,0,8,10,-76.42287176770,42.84443824730
1675,794027.00000000000,"Other, see comments",ONT-66-12-43-P212-3,Dutch Hollow Brook,10/06/94,387131,4738522,100,45,0,35,10,-76.38007339710,42.79093114610
1676,394067.00000000000,Steam protection,H-139-14-12,Kripplebush Creek,10/07/94,568232,4631324,150,1,0,1,,-74.17829289980,41.83086533580
1677,394067.00000000000,Steam protection,H-139-14-12,Kripplebush Creek,10/07/94,569132,4630624,200,4,0,4,,-74.16753711880,41.82448310200
1678,594071.00000000000,Egg take,SL-1-P293,Raquette Lake,10/12/94,528530,4855723,0,1,1,0,,-74.64501863890,43.85404157370
1679,594071.00000000000,Egg take,SL-1-P293,Raquette Lake,10/13/94,528530,4855723,0,2,2,0,,-74.64501863890,43.85404157370
1680,594071.00000000000,Egg take,SL-1-P293,Raquette Lake,10/17/94,528530,4855723,0,1,1,0,,-74.64501863890,43.85404157370
1681,594072.00000000000,Evaluate exp stocking water,SL-1-162-31-P233-1-P234,Black Pond,10/18/94,573830,4894323,0,26,26,0,,-74.07604604670,44.19839010070
1682,594074.00000000000,Evaluate exp stocking water,SL-1-P293-13-4-P322,Haymarsh Pond,10/21/94,520930,4854023,0,16,16,0,,-74.73964623820,43.83898995650
1683,594076.00000000000,Evaluate exp stocking water,SL-1-P293-13-4-P323,Upper Haymarsh Pond,10/21/94,521730,4854923,0,9,9,0,,-74.72965834580,43.84707014490
1684,194048.00000000000,"Other, see comments",LIS-62,Nissequogue River,10/27/94,649733,4523623,0,60,51,7,2,-73.22367926130,40.84998847410
1685,194048.00000000000,"Other, see comments",LIS-62,Nissequogue River,10/27/94,650033,4523723,0,71,38,31,2,-73.22009781830,40.85083403690
1686,994321.00000000000,General biological survey,PA-3-57-5-47-5,Unnamed Water,10/27/94,273330,4686521,175,15,15,0,,-77.74974219410,42.29795803130
1687,994321.00000000000,General biological survey,PA-3-57-5-47-5,Unnamed Water,10/27/94,273630,4687221,0,13,13,0,,-77.74638079350,42.30434228540
1688,194048.00000000000,"Other, see comments",LIS-62,Nissequogue River,10/31/94,651633,4525223,0,16,0,16,,-73.20075973220,40.86404566740
1689,194070.00000000000,Whirling disease sampling,LIS-62,Nissequogue River,11/08/94,649533,4523423,0,51,31,20,,-73.22609886770,40.84822414930
1690,694511.00000000000,Whirling disease sampling,ONT-19-88A,Denley Trout Farm Outlet,11/09/94,473332,4821423,800,3,3,0,,-75.33011523750,43.54527967100
1691,694514.00000000000,Whirling disease sampling,ONT-44-10,Hart Brook,11/09/94,416931,4851423,1500,17,7,1,9,-76.03283573290,43.81120952360
1692,694513.00000000000,Whirling disease sampling,H-240-187,Steele Creek,11/10/94,495833,4760523,400,61,0,3,58,-75.05112140740,42.99736093300
1693,594082.00000000000,Whirling disease sampling,SL-1-133,Ampersand Brook,11/15/94,556630,4894223,300,15,15,0,,-74.29128938630,44.19902795990
1694,694518.00000000000,CROTS survey,H-240,Mohawk River,11/16/94,469932,4799723,800,8,0,8,,-75.37100586380,43.34975939970
1695,694519.00000000000,CROTS survey,H-240-288,East Branch Mohawk River,11/17/94,462532,4811023,3000,8,0,8,,-75.46308533290,43.45117382820
1696,794022.00000000000,"Other, see comments",ONT-66-12-29-P193-73,Bear Swamp Creek,11/18/94,390231,4740722,100,4,0,0,4,-76.34260758250,42.81118807290
1697,794027.00000000000,"Other, see comments",ONT-66-12-43-P212-3,Dutch Hollow Brook,11/18/94,386731,4740722,100,82,0,42,40,-76.38540479040,42.81067819650
1698,794022.00000000000,"Other, see comments",ONT-66-12-29-P193-73,Bear Swamp Creek,12/02/94,391231,4741822,2500,3,1,2,,-76.33059194730,42.82123405770
1699,594093.00000000000,CROTS survey,H-369-P127-33-1,"Mayfield Creek, T1",12/28/94,558233,4776023,300,1,1,0,,-74.28399295250,43.13470934690
1700,594093.00000000000,CROTS survey,H-369-P127-33-1,"Mayfield Creek, T1",12/28/94,558533,4772923,300,4,3,1,,-74.28063167770,43.10677322190
1701,594093.00000000000,CROTS survey,H-369-P127-33-1,"Mayfield Creek, T1",12/28/94,558933,4774323,300,17,15,2,,-74.27556739950,43.11934808040
1702,195001.00000000000,General biological survey,LIS-40-P145A-2,Flagg Creek,01/13/95,614620,4527034,0,4,4,0,,-73.63947597330,40.88636967560
1703,195002.00000000000,General biological survey,OBH-MNC-45,Beaver Brook,01/13/95,620833,4526323,2640,132,0,132,,-73.56588821110,40.87907329410
1704,595001.00000000000,CROTS survey,C-73,Hoisington Brook,01/17/95,622630,4894423,300,4,0,0,4,-73.46548354110,44.19271967350
1705,595001.00000000000,CROTS survey,C-73,Hoisington Brook,01/17/95,623730,4893823,300,3,2,0,1,-73.45186516850,44.18713402520
1706,595001.00000000000,CROTS survey,C-73,Hoisington Brook,01/17/95,625130,4893423,250,9,0,0,9,-73.43444983660,44.18329539080
1707,595002.00000000000,CROTS survey,C-25-26-12,White Brook,01/18/95,592830,4916222,280,13,13,0,,-73.83441885020,44.39333667080
1708,595002.00000000000,CROTS survey,C-25-26-12,White Brook,01/18/95,593630,4915722,300,15,5,10,,-73.82446617730,44.38873323870
1709,595003.00000000000,CROTS survey,C-25-26-12-3,Red Brook,01/18/95,592830,4916322,210,15,15,0,,-73.83440098150,44.39423677280
1710,595004.00000000000,CROTS survey,C-21-13,Unnamed Water,01/20/95,601930,4937222,300,38,31,7,,-73.71604543650,44.58112382640
1711,595016.00000000000,Brood Stock Monitoring,H-429-P540-6-P542,Peaked Mountain Pond,04/25/95,568131,4841623,0,47,47,0,,-74.15411753780,43.72450870800
1712,595017.00000000000,Brood Stock Monitoring,H-429-P540-5-P541,Hour Pond,04/27/95,567631,4839023,0,2,2,0,,-74.16065141860,43.70114668870
1713,595018.00000000000,CROTS survey,SLC-29,Salmon River,05/11/95,555828,4966423,405,11,1,10,,-74.29351322990,44.84903436150
1714,595024.00000000000,CROTS survey,H-369-P127-64,Sand Creek,05/30/95,574232,4793324,350,3,0,3,,-74.08497225230,43.28908082830
1715,595024.00000000000,CROTS survey,H-369-P127-64,Sand Creek,05/30/95,575132,4792224,300,11,1,10,,-74.07402996670,43.27908773990
1716,595024.00000000000,CROTS survey,H-369-P127-64,Sand Creek,05/30/95,576232,4791324,300,4,0,3,1,-74.06059936990,43.27087409990
1717,595026.00000000000,CROTS survey,C-25-27-26,Gulf Brook,06/01/95,596730,4900922,300,38,12,14,12,-73.78829930440,44.25511159340
1718,595026.00000000000,CROTS survey,C-25-27-26,Gulf Brook,06/01/95,600330,4900922,200,71,71,0,,-73.74321401910,44.25462439870
1719,595027.00000000000,Evaluate exp stocking water,ONT-19-P851,Oilslick Pond,06/07/95,520331,4830623,0,5,5,0,,-74.74798237540,43.62831674950
1720,695502.00000000000,CROTS survey,SL-25-7-P1-3-25,Pleasant Creek,06/07/95,438430,4877623,500,4,4,0,,-75.76858806890,44.04918621330
1721,695503.00000000000,Steam protection,SL-25-7-P1-3-25-5,Unnamed Water,06/07/95,439530,4878823,325,4,4,0,,-75.75499503640,44.06008092360
1722,595031.00000000000,CROTS survey,C-25-27-25,Cascade Brook,06/08/95,593130,4900022,300,23,11,0,12,-73.83354585920,44.24747987960
1723,595031.00000000000,CROTS survey,C-25-27-25,Cascade Brook,06/08/95,594030,4901022,300,41,2,0,39,-73.82209603310,44.25636543460
1724,595031.00000000000,CROTS survey,C-25-27-25,Cascade Brook,06/08/95,595830,4901822,300,19,2,0,17,-73.79940594100,44.26333162030
1725,695504.00000000000,CROTS survey,SL-25-7-P1-3-25-1,West Creek,06/08/95,433230,4877123,1000,22,22,0,,-75.83343083840,44.04422989540
1726,695504.00000000000,CROTS survey,SL-25-7-P1-3-25-1,West Creek,06/08/95,434130,4875123,500,4,4,0,,-75.82194915890,44.02630623320
1727,595035.00000000000,CROTS survey,C-48-6-9,Cold Brook,06/09/95,620630,4913023,300,9,9,0,,-73.48620905330,44.36045181840
1728,595035.00000000000,CROTS survey,C-48-6-9,Cold Brook,06/09/95,620930,4911623,300,17,17,0,,-73.48277085170,44.34780216850
1729,595035.00000000000,CROTS survey,C-48-6-9,Cold Brook,06/09/95,621230,4909123,300,3,3,0,,-73.47958988940,44.32525261590
1730,695505.00000000000,Whirling disease sampling,ONT-66-11-P26-24-14-17,Powlish Pond Brook,06/09/95,451232,4811823,600,34,33,1,,-75.60281238580,43.45772607990
1731,695202.00000000000,General biological survey,H-240-219,Sauquoit Creek,06/10/95,478432,4763244,400,21,0,21,,-75.26470346340,43.02156905950
1732,595040.00000000000,CROTS survey,SLC-29-18,Duane Stream,06/12/95,562430,4950423,275,22,22,0,,-74.21193584670,44.70446418720
1733,595040.00000000000,CROTS survey,SLC-29-18,Duane Stream,06/12/95,563030,4948723,300,17,17,0,,-74.20457220770,44.68910906200
1734,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,506083,4820888,0,1,1,0,,-74.92470576530,43.54091418400
1735,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,506331,4821101,0,6,6,0,,-74.92163358640,43.54283002140
1736,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,506346,4821424,0,2,2,0,,-74.92144413700,43.54573825770
1737,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,506733,4822282,0,5,5,0,,-74.91664290020,43.55346048030
1738,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,507005,4822158,0,5,5,0,,-74.91327704160,43.55234145400
1739,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,507010,4822610,0,2,2,0,,-74.91320930020,43.55641130730
1740,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/12/95,507184,4822748,0,6,6,0,,-74.91105318380,43.55765223120
1741,595039.00000000000,CROTS survey,SLC-29-21,Hatch Brook,06/13/95,564130,4948123,300,3,2,1,,-74.19076696880,44.68361062510
1742,595040.00000000000,CROTS survey,SLC-29-18,Duane Stream,06/13/95,563730,4944023,300,9,9,0,,-74.19632404610,44.64673984180
1743,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/13/95,504798,4819598,0,4,4,0,,-74.94062264300,43.52930808220
1744,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/13/95,504981,4818948,0,1,1,0,,-74.93836389840,43.52345411880
1745,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/13/95,505532,4820070,0,2,2,0,,-74.93153426910,43.53355300750
1746,695299.00000000000,General biological survey,ONT-19-P1007,North Lake,06/13/95,505889,4820293,0,2,2,0,,-74.92711351260,43.53555822160
1747,595038.00000000000,CROTS survey,SLC-29-6,Branch Brook,06/14/95,554929,4958823,300,4,1,3,,-74.30571035760,44.78069233400
1748,595038.00000000000,CROTS survey,SLC-29-6,Branch Brook,06/14/95,555429,4962323,300,5,0,5,,-74.29900959660,44.81215925220
1749,595038.00000000000,CROTS survey,SLC-29-6,Branch Brook,06/14/95,555529,4960223,300,8,0,8,,-74.29797432470,44.79324820210
1750,595038.00000000000,CROTS survey,SLC-29-6,Branch Brook,06/14/95,556828,4964623,300,12,0,12,,-74.28106105230,44.83275273560
1751,595036.00000000000,CROTS survey,C-25-27-23,Clifford Brook,06/15/95,594430,4903122,300,44,28,13,3,-73.81670714880,44.27521611110
1752,595036.00000000000,CROTS survey,C-25-27-23,Clifford Brook,06/15/95,596230,4904022,300,31,1,26,4,-73.79399072370,44.28308122210
1753,595037.00000000000,CROTS survey,C-25-26-41,South Meadow Brook,06/15/95,584830,4893422,300,47,47,0,,-73.93855281170,44.18908338050
1754,595037.00000000000,CROTS survey,C-25-26-41,South Meadow Brook,06/15/95,585130,4893622,300,10,10,0,,-73.93476723320,44.19084877350
1755,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,507834,4817789,0,6,6,0,,-74.90307693100,43.51299370150
1756,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,508628,4817864,0,4,4,0,,-74.89325230550,43.51366027230
1757,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,508993,4817563,0,9,9,0,,-74.88874142470,43.51094568360
1758,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,509664,4817817,0,4,4,0,,-74.88043552540,43.51322438720
1759,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,509926,4817566,0,5,5,0,,-74.87719861140,43.51096088220
1760,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,510124,4818098,0,6,6,0,,-74.87473911540,43.51574849030
1761,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/15/95,510136,4817658,0,5,5,0,,-74.87459884760,43.51178645440
1762,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/16/95,507302,4817586,0,8,8,0,,-74.90966160890,43.51117122450
1763,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/16/95,507374,4818198,0,15,15,0,,-74.90876254380,43.51668112870
1764,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/16/95,508167,4817408,0,2,2,0,,-74.89896274940,43.50955950860
1765,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/16/95,508334,4817162,0,2,2,0,,-74.89690049850,43.50734261320
1766,695208.00000000000,General biological survey,ONT-19-128-P1004,South Lake,06/16/95,509410,4817420,0,2,2,0,,-74.88358491660,43.50965293730
1767,695417.00000000000,General biological survey,ONT-53,Salmon River,06/18/95,447432,4815323,0,52,50,2,,-75.65011836480,43.48898199650
1768,395015.00000000000,General biological survey,D-1-7,Unnamed Water,06/19/95,531232,4584723,50,3,3,0,,-74.62629469150,41.41345034180
1769,595041.00000000000,CROTS survey,C-134-22,Indian River,06/19/95,640732,4801724,300,20,0,16,4,-73.26338285850,43.35519278450
1770,595041.00000000000,CROTS survey,C-134-22,Indian River,06/19/95,641232,4801024,250,36,0,34,2,-73.25739603460,43.34879869520
1771,595041.00000000000,CROTS survey,C-134-22,Indian River,06/19/95,641232,4804424,300,3,0,3,,-73.25651963860,43.37939985500
1772,595043.00000000000,CROTS survey,H-299-P27-13-5,Geyser Brook,06/20/95,595532,4770024,300,8,8,0,,-73.82648921360,43.07691177270
1773,595043.00000000000,CROTS survey,H-299-P27-13-5,Geyser Brook,06/20/95,595932,4769624,300,8,8,0,,-73.82164565730,43.07326005870
1774,695214.00000000000,General biological survey,ONT-66-11-P26-24-14-4-7-P6008,Unnamed Water,06/20/95,445533,4812931,0,5,5,0,,-75.67336287380,43.46730918170
1775,395052.00000000000,Reclassification,H-55-1,Annsville Creek,06/21/95,589432,4574523,200,22,0,22,,-73.93148734710,41.31721937580
1776,395053.00000000000,Reclassification,H-95-8,Wiccopee Creek,06/21/95,597632,4597024,150,19,0,19,,-73.82990259090,41.51890572540
1777,395054.00000000000,Reclassification,H-95-8-1,Unnamed Water,06/21/95,596132,4597924,100,15,15,0,,-73.84773243690,41.52719224390
1778,595042.00000000000,CROTS survey,H-240-144-21,Ayers Creek,06/21/95,526732,4781123,300,14,2,12,,-74.67105904120,43.18240142200
1779,595042.00000000000,CROTS survey,H-240-144-21,Ayers Creek,06/21/95,527732,4780923,300,15,12,3,,-74.65876414290,43.18056445390
1780,595042.00000000000,CROTS survey,H-240-144-21,Ayers Creek,06/21/95,528832,4780523,250,118,118,0,,-74.64524999900,43.17692143060
1781,395057.00000000000,Reclassification,H-31-P44-36-2,Broad Brook,06/22/95,610133,4564923,300,4,0,4,,-73.68594826250,41.22820584730
1782,395058.00000000000,Reclassification,H-31-P44-36,Stone Hill River,06/22/95,614833,4563523,450,7,7,0,,-73.63014840650,41.21494488950
1783,595044.00000000000,CROTS survey,H-369-P127-33,Mayfield Creek,06/22/95,558133,4771623,300,5,5,0,,-74.28568338560,43.09509852080
1784,595044.00000000000,CROTS survey,H-369-P127-33,Mayfield Creek,06/22/95,558733,4771823,300,2,2,0,,-74.27829023020,43.09685310830
