"Basin","Stem","Station","Species","Latitude","Longitude","SiteID","BrktrtOccupancy"
1,"4","3","smb",NA,NA,"1 4 3",0
1,"4","3","ybull",NA,NA,"1 4 3",0
1,"4","3","yperch",NA,NA,"1 4 3",0
1,"4","4","blgl",41.967056,-71.67656,"1 4 4",0
1,"4","4","brktrt",41.967056,-71.67656,"1 4 4",1
1,"4","4","brntrt",41.967056,-71.67656,"1 4 4",0
1,"4","4","chnpick",41.967056,-71.67656,"1 4 4",0
1,"4","4","gldshnr",41.967056,-71.67656,"1 4 4",0
1,"4","4","lmb",41.967056,-71.67656,"1 4 4",0
1,"4","4","pmpknsd",41.967056,-71.67656,"1 4 4",0
1,"4","4","rnbwtrt",41.967056,-71.67656,"1 4 4",0
1,"4","4","wtsuck",41.967056,-71.67656,"1 4 4",0
1,"4","4","yperch",41.967056,-71.67656,"1 4 4",0
1,"4","4","chnpick",41.967056,-71.67656,"1 4 4",0
1,"4","4","lmb",41.967056,-71.67656,"1 4 4",0
1,"4","4","pmpknsd",41.967056,-71.67656,"1 4 4",0
1,"4","4","swmpdtr",41.967056,-71.67656,"1 4 4",0
1,"4","5","blgl",41.968639,-71.72517,"1 4 5",0
1,"4","5","brbull",41.968639,-71.72517,"1 4 5",0
1,"4","5","chnpick",41.968639,-71.72517,"1 4 5",0
1,"4","5","lmb",41.968639,-71.72517,"1 4 5",0
1,"4","5","pmpknsd",41.968639,-71.72517,"1 4 5",0
1,"4","5","tssdtr",41.968639,-71.72517,"1 4 5",0
1,"4","5","wtsuck",41.968639,-71.72517,"1 4 5",0
1,"4","5","yperch",41.968639,-71.72517,"1 4 5",0
1,"4","5","blgl",41.968639,-71.72517,"1 4 5",0
1,"4","5","brbull",41.968639,-71.72517,"1 4 5",0
1,"4","5","chnpick",41.968639,-71.72517,"1 4 5",0
1,"4","5","lmb",41.968639,-71.72517,"1 4 5",0
1,"4","5","pmpknsd",41.968639,-71.72517,"1 4 5",0
1,"4","5","swmpdtr",41.968639,-71.72517,"1 4 5",0
1,"4","5","wtsuck",41.968639,-71.72517,"1 4 5",0
1,"4","5","yperch",41.968639,-71.72517,"1 4 5",0
1,"4","5","blgl",41.968639,-71.72517,"1 4 5",0
1,"4","5","brbull",41.968639,-71.72517,"1 4 5",0
1,"4","5","chnpick",41.968639,-71.72517,"1 4 5",0
1,"4","5","eel",41.968639,-71.72517,"1 4 5",0
1,"4","5","lmb",41.968639,-71.72517,"1 4 5",0
1,"4","5","pmpknsd",41.968639,-71.72517,"1 4 5",0
1,"4","5","swmpdtr",41.968639,-71.72517,"1 4 5",0
1,"4","5","wtsuck",41.968639,-71.72517,"1 4 5",0
1,"4","5","ylbull",41.968639,-71.72517,"1 4 5",0
1,"4","5","yperch",41.968639,-71.72517,"1 4 5",0
1,"4","6","blgl",41.976694,-71.74247,"1 4 6",0
1,"4","6","brktrt",41.976694,-71.74247,"1 4 6",1
1,"4","6","chnpick",41.976694,-71.74247,"1 4 6",0
1,"4","6","chnpick",41.976694,-71.74247,"1 4 6",0
1,"4","6","pmpknsd",41.976694,-71.74247,"1 4 6",0
1,"4","6","swmpdtr",41.976694,-71.74247,"1 4 6",0
1,"4","6","wtsuck",41.976694,-71.74247,"1 4 6",0
1,"4","7","bndsnfsh",42.00098682,-71.69654,"1 4 7",0
1,"4","7","chnpick",42.00098682,-71.69654,"1 4 7",0
1,"4","7","fllfsh",42.00098682,-71.69654,"1 4 7",0
1,"4","7","rdfnpick",42.00098682,-71.69654,"1 4 7",0
1,"4","7","tssdtr",42.00098682,-71.69654,"1 4 7",0
1,"4","7","wtsuck",42.00098682,-71.69654,"1 4 7",0
1,"4","7","ylbull",42.00098682,-71.69654,"1 4 7",0
1,"4","8","brktrt",41.97676802,-71.70815,"1 4 8",1
1,"4","9","fllfsh",41.96571147,-71.69244,"1 4 9",0
1,"4","9","lmb",41.96571147,-71.69244,"1 4 9",0
1,"4","9","pmpknsd",41.96571147,-71.69244,"1 4 9",0
1,"4","9","tssdtr",41.96571147,-71.69244,"1 4 9",0
1,"4","9","wtsuck",41.96571147,-71.69244,"1 4 9",0
1,"4","10","brktrt",41.92124474,-71.73486,"1 4 10",1
1,"4","11","no fish",41.97292402,-71.75041,"1 4 11",0
1,"4","11","no fish",41.97292402,-71.75041,"1 4 11",0
1,"4","12","gldshnr",41.91131907,-71.74365,"1 4 12",0
1,"4","12","lmb",41.91131907,-71.74365,"1 4 12",0
1,"4","12","pmpknsd",41.91131907,-71.74365,"1 4 12",0
1,"4","13","gldshnr",41.90173216,-71.74653,"1 4 13",0
1,"4","13","pmpknsd",41.90173216,-71.74653,"1 4 13",0
1,"4","14","blgl",41.98189111,-71.68609,"1 4 14",0
1,"4","14","brktrt",41.98189111,-71.68609,"1 4 14",1
1,"4","14","chnpick",41.98189111,-71.68609,"1 4 14",0
1,"4","14","fllfsh",41.98189111,-71.68609,"1 4 14",0
1,"4","14","pmpknsd",41.98189111,-71.68609,"1 4 14",0
1,"4","14","rdfnpick",41.98189111,-71.68609,"1 4 14",0
1,"4","14","swmpdtr",41.98189111,-71.68609,"1 4 14",0
1,"4","14","tssdtr",41.98189111,-71.68609,"1 4 14",0
1,"4","14","wtsuck",41.98189111,-71.68609,"1 4 14",0
1,"4","14","ylbull",41.98189111,-71.68609,"1 4 14",0
1,"5","1","ambklmp",41.98159128,-71.41607,"1 5 1",0
1,"5","1","bndsnfsh",41.98159128,-71.41607,"1 5 1",0
1,"5","1","ambklmp",41.98159128,-71.41607,"1 5 1",0
1,"5","1","ambklmp",41.98159128,-71.41607,"1 5 1",0
1,"5","1","bndsnfsh",41.98159128,-71.41607,"1 5 1",0
1,"5","1","rdfnpick",41.98159128,-71.41607,"1 5 1",0
1,"5","1","tssdtr",41.98159128,-71.41607,"1 5 1",0
1,"5","1","wtsuck",41.98159128,-71.41607,"1 5 1",0
1,"5","1","ambklmp",41.98159128,-71.41607,"1 5 1",0
1,"5","1","ambklmp",41.98159128,-71.41607,"1 5 1",0
1,"5","1","chnpick",41.98159128,-71.41607,"1 5 1",0
1,"5","1","lmb",41.98159128,-71.41607,"1 5 1",0
1,"5","1","rdfnpick",41.98159128,-71.41607,"1 5 1",0
1,"5","1","tssdtr",41.98159128,-71.41607,"1 5 1",0
1,"5","2","brbull",41.95905163,-71.40501,"1 5 2",0
1,"5","2","lmb",41.95905163,-71.40501,"1 5 2",0
1,"5","2","tssdtr",41.95905163,-71.40501,"1 5 2",0
1,"5","3","ambklmp",41.981444,-71.413167,"1 5 3",0
1,"5","3","bndsnfsh",41.981444,-71.413167,"1 5 3",0
1,"5","3","brbull",41.981444,-71.413167,"1 5 3",0
1,"5","3","chnpick",41.981444,-71.413167,"1 5 3",0
1,"5","3","lmb",41.981444,-71.413167,"1 5 3",0
1,"5","3","rdfnpick",41.981444,-71.413167,"1 5 3",0
1,"5","3","tssdtr",41.981444,-71.413167,"1 5 3",0
1,"5","3","wtsuck",41.981444,-71.413167,"1 5 3",0
1,"5","4","blgl",42.00625138,-71.4170509,"1 5 4",0
1,"5","4","brbull",42.00625138,-71.4170509,"1 5 4",0
1,"5","4","lmb",42.00625138,-71.4170509,"1 5 4",0
1,"5","4","pmpknsd",42.00625138,-71.4170509,"1 5 4",0
1,"5","4","swmpdtr",42.00625138,-71.4170509,"1 5 4",0
1,"5","4","tssdtr",42.00625138,-71.4170509,"1 5 4",0
1,"5","5","blgl",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","chnpick",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","pmpknsd",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","rdfnpick",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","blgl",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","brbull",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","chnpick",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","gldshnr",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","lmb",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","pmpknsd",42.01376639,-71.38969904,"1 5 5",0
1,"5","5","rdfnpick",42.01376639,-71.38969904,"1 5 5",0
1,"5","6","ambklmp",41.98363146,-71.40966572,"1 5 6",0
1,"5","6","brbull",41.98363146,-71.40966572,"1 5 6",0
1,"5","6","pmpknsd",41.98363146,-71.40966572,"1 5 6",0
1,"5","6","tssdtr",41.98363146,-71.40966572,"1 5 6",0
1,"5","7","ambklmp",41.95340698,-71.38414511,"1 5 7",0
1,"5","7","blgl",41.95340698,-71.38414511,"1 5 7",0
1,"5","7","cmnshnr",41.95340698,-71.38414511,"1 5 7",0
1,"5","7","fllfsh",41.95340698,-71.38414511,"1 5 7",0
1,"5","7","tssdtr",41.95340698,-71.38414511,"1 5 7",0
1,"5","8","blgl",41.955611,-71.387528,"1 5 8",0
1,"5","8","brdlshnr",41.955611,-71.387528,"1 5 8",0
1,"5","8","chnpick",41.955611,-71.387528,"1 5 8",0
1,"5","8","cmnshnr",41.955611,-71.387528,"1 5 8",0
1,"5","8","lmb",41.955611,-71.387528,"1 5 8",0
1,"5","8","pmpknsd",41.955611,-71.387528,"1 5 8",0
1,"5","8","tssdtr",41.955611,-71.387528,"1 5 8",0
1,"5","8","ylbull",41.955611,-71.387528,"1 5 8",0
1,"5","9","blgl",41.91382245,-71.38379067,"1 5 9",0
1,"5","9","lmb",41.91382245,-71.38379067,"1 5 9",0
1,"5","9","pmpknsd",41.91382245,-71.38379067,"1 5 9",0
1,"5","9","swmpdtr",41.91382245,-71.38379067,"1 5 9",0
1,"5","9","tssdtr",41.91382245,-71.38379067,"1 5 9",0
1,"5","9","wtsuck",41.91382245,-71.38379067,"1 5 9",0
1,"5","10","brktrt",41.9272889,-71.38473285,"1 5 10",1
1,"5","10","lepomis",41.9272889,-71.38473285,"1 5 10",0
1,"5","10","pmpknsd",41.9272889,-71.38473285,"1 5 10",0
1,"5","11","blgl",41.994944,-71.397278,"1 5 11",0
1,"5","11","blkcrp",41.994944,-71.397278,"1 5 11",0
1,"5","11","lmb",41.994944,-71.397278,"1 5 11",0
1,"5","11","pmpknsd",41.994944,-71.397278,"1 5 11",0
1,"5","11","wperch",41.994944,-71.397278,"1 5 11",0
1,"5","11","wtsuck",41.994944,-71.397278,"1 5 11",0
1,"5","11","yperch",41.994944,-71.397278,"1 5 11",0
2,"1","1","BlkNDce",41.71167,-71.76222,"2 1 1",0
2,"1","1","CmnShnr",41.71167,-71.76222,"2 1 1",0
2,"1","1","blkndce",41.71167,-71.76222,"2 1 1",0
2,"1","1","blkndce",41.71167,-71.76222,"2 1 1",0
2,"1","1","brntrt",41.71167,-71.76222,"2 1 1",0
2,"1","1","chnpick",41.71167,-71.76222,"2 1 1",0
2,"1","1","cmnshnr",41.71167,-71.76222,"2 1 1",0
2,"1","1","cmnshnr",41.71167,-71.76222,"2 1 1",0
2,"1","1","fllfsh",41.71167,-71.76222,"2 1 1",0
2,"1","1","lmb",41.71167,-71.76222,"2 1 1",0
2,"1","1","lngndc",41.71167,-71.76222,"2 1 1",0
2,"1","1","rdbrst",41.71167,-71.76222,"2 1 1",0
2,"1","1","tssdtr",41.71167,-71.76222,"2 1 1",0
2,"1","1","wtsuck",41.71167,-71.76222,"2 1 1",0
2,"1","1","wtsuck",41.71167,-71.76222,"2 1 1",0
2,"1","2","CmnShnr",41.69927,-71.76727,"2 1 2",0
2,"1","2","lngndc",41.69927,-71.76727,"2 1 2",0
2,"1","2","Pmpknsd",41.69927,-71.76727,"2 1 2",0
2,"1","2","Tssdtr",41.69927,-71.76727,"2 1 2",0
2,"1","2","blkndce",41.69927,-71.76727,"2 1 2",0
2,"1","2","brktrt",41.69927,-71.76727,"2 1 2",1
2,"1","2","brntrt",41.69927,-71.76727,"2 1 2",0
2,"1","2","chnpick",41.69927,-71.76727,"2 1 2",0
2,"1","2","cmnshnr",41.69927,-71.76727,"2 1 2",0
2,"1","2","eel",41.69927,-71.76727,"2 1 2",0
2,"1","2","lmb",41.69927,-71.76727,"2 1 2",0
2,"1","2","lngndc",41.69927,-71.76727,"2 1 2",0
2,"1","2","rdbrst",41.69927,-71.76727,"2 1 2",0
2,"1","2","tssdtr",41.69927,-71.76727,"2 1 2",0
2,"1","2","wtsuck",41.69927,-71.76727,"2 1 2",0
2,"1","2","wtsuck",41.69927,-71.76727,"2 1 2",0
2,"1","2","dace",41.69927,-71.76727,"2 1 2",0
2,"1","2","lmb",41.69927,-71.76727,"2 1 2",0
2,"1","2","rdbrst",41.69927,-71.76727,"2 1 2",0
2,"1","2","salmonid",41.69927,-71.76727,"2 1 2",0
2,"1","2","tssdtr",41.69927,-71.76727,"2 1 2",0
2,"1","2","wtsuck",41.69927,-71.76727,"2 1 2",0
2,"1","3","blkndce",41.69563,-71.75728,"2 1 3",0
2,"1","3","brktrt",41.69563,-71.75728,"2 1 3",1
2,"1","3","chnpick",41.69563,-71.75728,"2 1 3",0
2,"1","3","cmnshnr",41.69563,-71.75728,"2 1 3",0
2,"1","3","eel",41.69563,-71.75728,"2 1 3",0
2,"1","3","lngndc",41.69563,-71.75728,"2 1 3",0
2,"1","3","pmpknsd",41.69563,-71.75728,"2 1 3",0
2,"1","3","tssdtr",41.69563,-71.75728,"2 1 3",0
2,"1","3","wtsuck",41.69563,-71.75728,"2 1 3",0
2,"1","3","blkndce",41.69563,-71.75728,"2 1 3",0
2,"1","3","brktrt",41.69563,-71.75728,"2 1 3",1
2,"1","3","brntrt",41.69563,-71.75728,"2 1 3",0
2,"1","3","cmnshnr",41.69563,-71.75728,"2 1 3",0
2,"1","3","fllfsh",41.69563,-71.75728,"2 1 3",0
2,"1","3","lmb",41.69563,-71.75728,"2 1 3",0
2,"1","3","lngndc",41.69563,-71.75728,"2 1 3",0
2,"1","3","tssdtr",41.69563,-71.75728,"2 1 3",0
2,"1","3","wtsuck",41.69563,-71.75728,"2 1 3",0
2,"1","4","blgl",41.69806,-71.77417,"2 1 4",0
2,"1","4","eel",41.69806,-71.77417,"2 1 4",0
2,"1","4","lmb",41.69806,-71.77417,"2 1 4",0
2,"1","4","pmpknsd",41.69806,-71.77417,"2 1 4",0
2,"1","4","rdbrst",41.69806,-71.77417,"2 1 4",0
2,"1","4","wperch",41.69806,-71.77417,"2 1 4",0
2,"1","4","wtsuck",41.69806,-71.77417,"2 1 4",0
2,"1","4","yperch",41.69806,-71.77417,"2 1 4",0
2,"1","4","blgl",41.69806,-71.77417,"2 1 4",0
2,"1","4","brbull",41.69806,-71.77417,"2 1 4",0
2,"1","4","eel",41.69806,-71.77417,"2 1 4",0
2,"1","4","lmb",41.69806,-71.77417,"2 1 4",0
2,"1","4","pmpknsd",41.69806,-71.77417,"2 1 4",0
2,"1","4","rdbrst",41.69806,-71.77417,"2 1 4",0
2,"1","4","wperch",41.69806,-71.77417,"2 1 4",0
2,"1","4","yperch",41.69806,-71.77417,"2 1 4",0
2,"1","4","blgl",41.69806,-71.77417,"2 1 4",0
2,"1","4","bndkilli",41.69806,-71.77417,"2 1 4",0
2,"1","4","gldshnr",41.69806,-71.77417,"2 1 4",0
2,"1","4","lmb",41.69806,-71.77417,"2 1 4",0
2,"1","4","lmb",41.69806,-71.77417,"2 1 4",0
2,"1","4","rdbrst",41.69806,-71.77417,"2 1 4",0
2,"1","4","rdbrst",41.69806,-71.77417,"2 1 4",0
2,"1","5","brbull",41.67,-71.75333,"2 1 5",0
2,"1","5","brktrt",41.67,-71.75333,"2 1 5",1
2,"1","5","brktrt",41.67,-71.75333,"2 1 5",1
2,"1","5","chnpick",41.67,-71.75333,"2 1 5",0
2,"1","5","eel",41.67,-71.75333,"2 1 5",0
2,"1","5","ictalurid sp",41.67,-71.75333,"2 1 5",0
2,"1","5","pmpknsd",41.67,-71.75333,"2 1 5",0
2,"1","5","tssdtr",41.67,-71.75333,"2 1 5",0
2,"1","5","wtcat",41.67,-71.75333,"2 1 5",0
2,"1","6","blkndce",41.72797,-71.7545,"2 1 6",0
2,"1","6","brbull",41.72797,-71.7545,"2 1 6",0
2,"1","6","chnpick",41.72797,-71.7545,"2 1 6",0
2,"1","6","eel",41.72797,-71.7545,"2 1 6",0
2,"1","6","fllfsh",41.72797,-71.7545,"2 1 6",0
2,"1","6","lngndc",41.72797,-71.7545,"2 1 6",0
2,"1","6","rdbrst",41.72797,-71.7545,"2 1 6",0
2,"1","6","tssdtr",41.72797,-71.7545,"2 1 6",0
2,"1","6","wtsuck",41.72797,-71.7545,"2 1 6",0
2,"1","6","yperch",41.72797,-71.7545,"2 1 6",0
2,"1","7","chnpick",41.75193,-71.75169,"2 1 7",0
2,"1","7","eel",41.75193,-71.75169,"2 1 7",0
2,"1","7","fllfsh",41.75193,-71.75169,"2 1 7",0
2,"1","7","lmb",41.75193,-71.75169,"2 1 7",0
2,"1","7","pmpknsd",41.75193,-71.75169,"2 1 7",0
2,"1","7","rdbrst",41.75193,-71.75169,"2 1 7",0
2,"1","7","tssdtr",41.75193,-71.75169,"2 1 7",0
2,"1","7","wtsuck",41.75193,-71.75169,"2 1 7",0
2,"1","7","yperch",41.75193,-71.75169,"2 1 7",0
2,"1","8","brktrt",41.77411,-71.75465,"2 1 8",1
2,"1","9","brbull",41.73716,-71.74399,"2 1 9",0
2,"1","9","pmpknsd",41.73716,-71.74399,"2 1 9",0
2,"1","9","tssdtr",41.73716,-71.74399,"2 1 9",0
2,"1","10","chnpick",41.76776,-71.73215,"2 1 10",0
2,"1","11","blkndce",41.73914,-71.78912,"2 1 11",0
2,"1","11","brntrt",41.73914,-71.78912,"2 1 11",0
2,"1","11","chnpick",41.73914,-71.78912,"2 1 11",0
2,"1","11","cmnshnr",41.73914,-71.78912,"2 1 11",0
2,"1","11","fllfsh",41.73914,-71.78912,"2 1 11",0
2,"1","11","lngndc",41.73914,-71.78912,"2 1 11",0
2,"1","11","rdbrst",41.73914,-71.78912,"2 1 11",0
2,"1","11","tssdtr",41.73914,-71.78912,"2 1 11",0
2,"1","11","wtsuck",41.73914,-71.78912,"2 1 11",0
2,"1","12","bndsnfsh",41.70701,-71.7349,"2 1 12",0
2,"1","12","brktrt",41.70701,-71.7349,"2 1 12",1
2,"1","12","chnpick",41.70701,-71.7349,"2 1 12",0
2,"1","12","cmnshnr",41.70701,-71.7349,"2 1 12",0
2,"1","12","gldshnr",41.70701,-71.7349,"2 1 12",0
2,"1","12","wtsuck",41.70701,-71.7349,"2 1 12",0
2,"1","13","lmb",41.65889,-71.74056,"2 1 13",0
2,"1","13","pmpknsd",41.65889,-71.74056,"2 1 13",0
2,"1","14","brktrt",41.79023,-71.79106,"2 1 14",1
2,"1","15","chnpick",41.74535,-71.74744,"2 1 15",0
2,"1","15","gldshnr",41.74535,-71.74744,"2 1 15",0
2,"1","15","yperch",41.74535,-71.74744,"2 1 15",0
2,"2","1","blgl",41.91667,-71.7575,"2 2 1",0
2,"2","1","brbull",41.91667,-71.7575,"2 2 1",0
2,"2","1","chnpick",41.91667,-71.7575,"2 2 1",0
2,"2","1","gldshnr",41.91667,-71.7575,"2 2 1",0
2,"2","1","lmb",41.91667,-71.7575,"2 2 1",0
2,"2","1","pmpknsd",41.91667,-71.7575,"2 2 1",0
2,"2","1","yperch",41.91667,-71.7575,"2 2 1",0
2,"2","2","blgl",41.96389,-71.79306,"2 2 2",0
2,"2","2","brbull",41.96389,-71.79306,"2 2 2",0
2,"2","2","chnpick",41.96389,-71.79306,"2 2 2",0
2,"2","2","crkchbskr",41.96389,-71.79306,"2 2 2",0
2,"2","2","gldshnr",41.96389,-71.79306,"2 2 2",0
2,"2","2","lmb",41.96389,-71.79306,"2 2 2",0
2,"2","2","pmpknsd",41.96389,-71.79306,"2 2 2",0
2,"2","2","yperch",41.96389,-71.79306,"2 2 2",0
2,"2","2","eel",41.96389,-71.79306,"2 2 2",0
2,"2","3","blgl",41.92222,-71.77222,"2 2 3",0
2,"2","3","brbull",41.92222,-71.77222,"2 2 3",0
2,"2","3","chnpick",41.92222,-71.77222,"2 2 3",0
2,"2","3","gldshnr",41.92222,-71.77222,"2 2 3",0
2,"2","3","lmb",41.92222,-71.77222,"2 2 3",0
2,"2","3","pmpknsd",41.92222,-71.77222,"2 2 3",0
2,"2","3","yperch",41.92222,-71.77222,"2 2 3",0
2,"2","3","blgl",41.92222,-71.77222,"2 2 3",0
2,"2","3","chnpick",41.92222,-71.77222,"2 2 3",0
2,"2","3","eel",41.92222,-71.77222,"2 2 3",0
2,"2","3","lmb",41.92222,-71.77222,"2 2 3",0
2,"2","3","pmpknsd",41.92222,-71.77222,"2 2 3",0
2,"2","3","yperch",41.92222,-71.77222,"2 2 3",0
2,"2","3","gldshnr",41.92222,-71.77222,"2 2 3",0
2,"2","3","ylbull",41.92222,-71.77222,"2 2 3",0
2,"2","3","blkcrp",41.92222,-71.77222,"2 2 3",0
2,"2","3","pmpknsd",41.92222,-71.77222,"2 2 3",0
2,"2","3","brbull",41.92222,-71.77222,"2 2 3",0
2,"2","3","chnpick",41.92222,-71.77222,"2 2 3",0
2,"2","3","blgl",41.92222,-71.77222,"2 2 3",0
2,"2","3","yperch",41.92222,-71.77222,"2 2 3",0
2,"2","3","lmb",41.92222,-71.77222,"2 2 3",0
2,"2","4","alewife",41.57704,-71.79001,"2 2 4",0
2,"2","4","blgl",41.57704,-71.79001,"2 2 4",0
2,"2","4","bndkilli",41.57704,-71.79001,"2 2 4",0
2,"2","4","brbull",41.57704,-71.79001,"2 2 4",0
2,"2","4","chnpick",41.57704,-71.79001,"2 2 4",0
2,"2","4","gldshnr",41.57704,-71.79001,"2 2 4",0
2,"2","4","lmb",41.57704,-71.79001,"2 2 4",0
2,"2","4","pmpknsd",41.57704,-71.79001,"2 2 4",0
2,"2","4","rnbwtrt",41.57704,-71.79001,"2 2 4",0
2,"2","4","swmpdtr",41.57704,-71.79001,"2 2 4",0
2,"2","4","yperch",41.57704,-71.79001,"2 2 4",0
2,"2","5","blgl",41.92222,-71.78889,"2 2 5",0
2,"2","5","blkcrp",41.92222,-71.78889,"2 2 5",0
2,"2","5","brbull",41.92222,-71.78889,"2 2 5",0
2,"2","5","chnpick",41.92222,-71.78889,"2 2 5",0
2,"2","5","gldshnr",41.92222,-71.78889,"2 2 5",0
2,"2","5","lmb",41.92222,-71.78889,"2 2 5",0
2,"2","5","pmpknsd",41.92222,-71.78889,"2 2 5",0
2,"2","5","yperch",41.92222,-71.78889,"2 2 5",0
2,"2","6","blgl",41.93333,-71.79694,"2 2 6",0
2,"2","6","bndkilli",41.93333,-71.79694,"2 2 6",0
2,"2","6","brbull",41.93333,-71.79694,"2 2 6",0
2,"2","6","brktrt",41.93333,-71.79694,"2 2 6",1
2,"2","6","chnpick",41.93333,-71.79694,"2 2 6",0
2,"2","6","gldshnr",41.93333,-71.79694,"2 2 6",0
2,"2","6","lmb",41.93333,-71.79694,"2 2 6",0
2,"2","6","pmpknsd",41.93333,-71.79694,"2 2 6",0
2,"2","6","yperch",41.93333,-71.79694,"2 2 6",0
2,"2","7","brktrt",41.93802,-71.79624,"2 2 7",1
2,"2","8","blgl",41.8625,-71.79498,"2 2 8",0
2,"2","8","brbull",41.8625,-71.79498,"2 2 8",0
2,"2","8","chnpick",41.8625,-71.79498,"2 2 8",0
2,"2","8","lmb",41.8625,-71.79498,"2 2 8",0
2,"2","8","pmpknsd",41.8625,-71.79498,"2 2 8",0
2,"2","8","yperch",41.8625,-71.79498,"2 2 8",0
2,"2","9","brbull",41.89667,-71.79528,"2 2 9",0
2,"2","9","brbull",41.89667,-71.79528,"2 2 9",0
2,"2","9","brktrt",41.89667,-71.79528,"2 2 9",1
2,"2","9","brntrt",41.89667,-71.79528,"2 2 9",0
2,"2","9","chnpick",41.89667,-71.79528,"2 2 9",0
2,"2","10","brbull",41.9436,-71.78266,"2 2 10",0
2,"2","10","chnpick",41.9436,-71.78266,"2 2 10",0
2,"2","11","chnpick",41.97906,-71.78656,"2 2 11",0
2,"2","12","brbull",41.89096,-71.7759,"2 2 12",0
2,"2","12","brktrt",41.89096,-71.7759,"2 2 12",1
2,"2","12","gldshnr",41.89096,-71.7759,"2 2 12",0
2,"2","13","brktrt",41.89754,-71.77608,"2 2 13",1
2,"2","14","brbull",41.86788,-71.78361,"2 2 14",0
2,"2","14","eel",41.86788,-71.78361,"2 2 14",0
2,"2","14","gldshnr",41.86788,-71.78361,"2 2 14",0
2,"2","15","blgl",41.34174,-71.47049,"2 2 15",0
2,"2","15","blkcrp",41.34174,-71.47049,"2 2 15",0
2,"2","15","bndkilli",41.34174,-71.47049,"2 2 15",0
2,"2","15","chnpick",41.34174,-71.47049,"2 2 15",0
2,"2","15","gldshnr",41.34174,-71.47049,"2 2 15",0
2,"2","15","lmb",41.34174,-71.47049,"2 2 15",0
2,"2","15","pmpknsd",41.34174,-71.47049,"2 2 15",0
2,"2","15","rnbwtrt",41.34174,-71.47049,"2 2 15",0
2,"2","15","yperch",41.34174,-71.47049,"2 2 15",0
3,"1","1","blgl",41.780167,-71.411472,"3 1 1",0
3,"1","1","blkcrp",41.780167,-71.411472,"3 1 1",0
3,"1","1","carp",41.780167,-71.411472,"3 1 1",0
3,"1","1","gldshnr",41.780167,-71.411472,"3 1 1",0
3,"1","1","lmb",41.780167,-71.411472,"3 1 1",0
3,"1","1","pmpknsd",41.780167,-71.411472,"3 1 1",0
3,"1","1","wperch",41.780167,-71.411472,"3 1 1",0
3,"1","1","yperch",41.780167,-71.411472,"3 1 1",0
3,"1","1","blgl",41.780167,-71.411472,"3 1 1",0
3,"1","1","lmb",41.780167,-71.411472,"3 1 1",0
3,"1","1","pmpknsd",41.780167,-71.411472,"3 1 1",0
3,"1","1","ylbull",41.780167,-71.411472,"3 1 1",0
3,"1","2","blgl",41.762361,-71.417139,"3 1 2",0
3,"1","2","brbull",41.762361,-71.417139,"3 1 2",0
3,"1","2","carp",41.762361,-71.417139,"3 1 2",0
3,"1","2","lmb",41.762361,-71.417139,"3 1 2",0
3,"1","2","wperch",41.762361,-71.417139,"3 1 2",0
3,"1","2","wtsuck",41.762361,-71.417139,"3 1 2",0
3,"1","2","brbull",41.762361,-71.417139,"3 1 2",0
3,"1","2","eel",41.762361,-71.417139,"3 1 2",0
3,"1","2","lmb",41.762361,-71.417139,"3 1 2",0
3,"1","2","wtsuck",41.762361,-71.417139,"3 1 2",0
3,"1","2","blgl",NA,NA,"3 1 2",0
3,"1","2","brbull",NA,NA,"3 1 2",0
3,"1","2","carp",NA,NA,"3 1 2",0
3,"1","2","eel",NA,NA,"3 1 2",0
3,"1","2","gldshnr",NA,NA,"3 1 2",0
3,"1","2","lmb",NA,NA,"3 1 2",0
3,"1","2","pmpknsd",NA,NA,"3 1 2",0
3,"1","2","wtsuck",NA,NA,"3 1 2",0
3,"1","2","ylbull",NA,NA,"3 1 2",0
3,"1","2","wtcat",NA,NA,"3 1 2",0
3,"1","2","wtsuck",NA,NA,"3 1 2",0
3,"1","2","alewife",NA,NA,"3 1 2",0
3,"1","2","ashad",NA,NA,"3 1 2",0
3,"1","2","blgl",NA,NA,"3 1 2",0
3,"1","2","carp",NA,NA,"3 1 2",0
3,"1","2","eel",NA,NA,"3 1 2",0
3,"1","2","lmb",NA,NA,"3 1 2",0
3,"1","2","pmpknsd",NA,NA,"3 1 2",0
3,"1","2","smb",NA,NA,"3 1 2",0
3,"1","2","wtcat",NA,NA,"3 1 2",0
3,"1","2","wtsuck",NA,NA,"3 1 2",0
3,"1","2","ybull",NA,NA,"3 1 2",0
3,"1","3","blgl",41.827778,-71.541806,"3 1 3",0
3,"1","3","brbull",41.827778,-71.541806,"3 1 3",0
3,"1","3","chnpick",41.827778,-71.541806,"3 1 3",0
3,"1","3","lmb",41.827778,-71.541806,"3 1 3",0
