Basin,Stem,Station,Date,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,
10,0,32,1060725,chnpick,518,518,518,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
10,0,32,1060725,eel,397,335,459,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
10,0,32,1060725,lmb,329.8571429,111,552,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
10,0,32,1060725,yperch,161,157,165,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
10,0,33,1090508,blbck,238.75,221,255,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090515,blbck,239.5,220,260,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090515,eel,600,600,600,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090723,4spine,36.5,35,38,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090723,blkcrp,217,217,217,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090723,brktrt,163.5,87,240,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090723,eel,--,80,600,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1090723,rdfnpick,146,146,146,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1100407,alewife,263.3,260,273,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1100407,brktrt,218,218,218,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1100407,eel,200,200,200,East of Cold B./Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,4spine,40,40,40,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,brktrt,0,0,0,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,eel,0,0,0,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,herring,0,0,0,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,mummi,110,110,110,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,rdfnpick,150,150,150,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,33,1120717,wperch,60,60,60,East of Cold Brook/Rockbridge Dr.,Little Compton,41.51647,71.12933,,,,,,
10,0,34,1100802,4spine,33.5,32,35,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,34,1100802,9spine,32.52,25,38,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,34,1100802,blgl,33.5,29,38,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,34,1100802,eel,200,200,200,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,34,1100802,lmb,51,51,51,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,34,1100802,mummi,36.8,24,60,Little Neck Pond Stream/Wood Rd.,Narragansett,41.44118,71.45622,,,,,,
10,0,35,1110712,eel,212.8,171,263,Mill Pond Stream/Ocean Ave.,"Block Island, New Shoreham",411026.9,713346.8,,,,,,
